season,Name,Position,Team,Games,Age,Salary,AAV,Goals,Assists,Points,Goals/60,Assists/60,Points/60,Penalty_Diff,CF%,PDO,PSh%,ZSO%Rel,TOI/Gm
20142015,Andrew.Desjardins,C,CHI/S.J,90,28,0.75,0.75,6,7,13,0.39,0.45,0.84,-8,47.1,99.17,7.59,-24.55,10.29
20132014,Nicolas.Deslauriers,LR,BUF,17,22,0.625,0.608,1,0,1,0.32,0,0.32,-3,45.83,92.64,3.7,4.88,11.05
20142015,Nicolas.Deslauriers,LR,BUF,82,23,0.625,0.637,5,9,14,0.33,0.6,0.94,-1,34.1,98.39,7.04,-5.48,10.93
20132014,Simon.Despres,D,PIT,34,22,0.81,0.84,0,3,3,0,0.36,0.36,-7,51.92,101.84,0,6.02,14.72
20142015,Simon.Despres,D,ANA/PIT,91,23,0.9,0.9,3,20,23,0.13,0.85,0.98,-14,52.2,100.21,2.8,-2.55,15.45
20132014,Jamie.Devane,L,TOR,2,22,0.6,0.577,0,0,0,0,0,0,0,35.29,83.33,0,-4.69,5.39
20132014,Raphael.Diaz,D,MTL/NYR/VAN,67,27,1.25,1.225,2,7,9,0.13,0.46,0.59,-4,50.06,98.06,3.7,4.51,13.58
20142015,Raphael.Diaz,D,CGY,59,28,0.7,0.7,1,2,3,0.1,0.19,0.29,1,46.25,100.56,2.5,4.8,10.6
20132014,Brenden.Dillon,D,DAL,82,22,0.9,0.743,4,11,15,0.17,0.46,0.63,-4,50.69,100.06,4.6,-4.47,17.42
20142015,Brenden.Dillon,D,DAL/S.J,80,23,1.25,1.25,1,5,6,0.04,0.22,0.26,-4,51.64,96.58,1.22,-3.83,17.2
20132014,Shane.Doan,RL,PHX,69,36,5.55,5.252,13,14,27,0.75,0.81,1.56,4,50.95,100.74,10.32,6.46,15.01
20142015,Shane.Doan,RL,ARI,79,37,5.05,5.252,9,16,25,0.47,0.83,1.29,-1,49.6,97.54,6.62,3.79,14.67
20132014,Matt.Donovan,D,NYI,52,23,0.875,0.875,1,7,8,0.08,0.54,0.62,-7,53.85,96.57,1.67,1.78,14.87
20142015,Matt.Donovan,D,NYI,14,24,0.827,0.827,0,2,2,0,0.58,0.58,2,48.21,103.16,0,1.1,14.81
20132014,Derek.Dorsett,LR,NYR,74,26,1.4,1.633,4,5,9,0.33,0.41,0.74,7,49.96,98.57,4.71,-23.15,9.87
20142015,Derek.Dorsett,LR,VAN,85,27,2,1.633,5,16,21,0.31,1.01,1.32,1,43.69,100.98,5.68,0,11.22
20132014,Drew.Doughty,D,L.A,104,23,6.7,7,8,14,22,0.25,0.44,0.69,-10,57.35,100.59,5.93,1.51,18.48
20142015,Drew.Doughty,D,L.A,82,24,7,7,6,21,27,0.21,0.73,0.93,-13,56.43,99.29,4.14,-1.86,21.16
20132014,Jake.Dowell,CL,MIN,1,28,0.7,0.7,0,0,0,0,0,0,0,50,66.67,0,-3.85,7.06
20132014,Steve.Downie,RL,COL/PHI,62,26,2.75,2.65,0,16,16,0,1.3,1.3,-5,49.6,100.51,0,-1.28,11.9
20142015,Steve.Downie,RL,PIT,77,27,1,1,10,13,23,0.73,0.95,1.68,-14,50.14,101.42,10.1,-2.79,10.68
20142015,Leon.Draisaitl,CL,EDM,37,18,0.925,0.925,1,6,7,0.15,0.88,1.03,5,52.36,93.14,2.63,33.02,11.01
20132014,Nick.Drazenovic,C,PIT,1,26,0.55,0.55,0,0,0,0,0,0,-1,63.64,66.67,0,-42.86,7.28
20142015,Jonathan.Drouin,LC,T.B,76,19,0.925,0.894,1,24,25,0.07,1.77,1.84,3,53.08,98.31,1.45,6.3,10.72
20132014,Brandon.Dubinsky,CL,CBJ,82,27,4.65,4.2,9,27,36,0.51,1.54,2.05,-6,51.86,101.49,6.16,-3.37,12.84
20142015,Brandon.Dubinsky,CL,CBJ,47,28,4.65,4.2,10,13,23,0.99,1.29,2.28,0,52.15,101.92,13.7,-2.42,12.88
20132014,Matt.Duchene,C,COL,73,22,3.75,3.5,13,32,45,0.74,1.81,2.55,18,48.96,100.22,7.93,0.51,14.5
20142015,Matt.Duchene,C,COL,82,23,5.5,6,18,27,45,0.88,1.33,2.21,14,43.23,102.97,11.39,1.25,14.88
20142015,Anthony.Duclair,RL,NYR,18,19,0.743,0.772,1,5,6,0.31,1.56,1.87,4,51.27,106.59,6.25,10.67,10.7
20132014,Matt.Dumba,D,MIN,13,19,0.925,0.894,0,0,0,0,0,0,-1,54.24,93.47,0,17.58,10.35
20142015,Matt.Dumba,D,MIN,68,20,0.925,0.894,5,5,10,0.34,0.34,0.68,0,51.8,102.27,7.46,11.84,13.01
20132014,Gabriel.Dumont,CR,MTL,2,22,0.55,0.562,0,0,0,0,0,0,0,34.78,100,0,-17.37,6.48
20142015,Gabriel.Dumont,CR,MTL,3,23,0.575,0.562,0,0,0,0,0,0,0,47.5,92.86,0,-43.75,8.55
20132014,Brian.Dumoulin,D,PIT,6,22,0.815,0.832,0,1,1,0,0.73,0.73,-1,42.54,105.14,0,8.4,13.73
20142015,Brian.Dumoulin,D,PIT,13,23,0.89,0.832,1,0,1,0.34,0,0.34,0,47.08,103.71,11.11,6.07,13.44
20132014,Pascal.Dupuis,LR,PIT,39,34,4,3.75,7,13,20,0.73,1.36,2.1,3,53.61,100.18,7.87,-5.63,14.68
20142015,Pascal.Dupuis,LR,PIT,16,35,4,3.75,4,3,7,1.25,0.94,2.19,-2,54.7,101.56,11.76,7.39,12.01
20132014,Radek.Dvorak,R,CAR,60,36,0.6,0.6,4,5,9,0.43,0.54,0.98,-9,42.74,102.75,7.84,-26.28,9.21
20132014,Patrick.Dwyer,RL,CAR,75,30,0.9,0.9,6,13,19,0.39,0.85,1.24,12,48.43,99.05,4.8,-12.4,12.3
20142015,Patrick.Dwyer,RL,CAR,71,31,0.9,0.9,5,6,11,0.41,0.49,0.9,2,44.77,96.65,7.14,-7.73,10.37
20132014,Ben.Eager,L,EDM,7,29,1.2,1.1,0,1,1,0,1.2,1.2,0,45.12,105.26,0,3.74,7.13
20132014,Cody.Eakin,C,DAL,87,22,0.55,0.572,11,16,27,0.6,0.87,1.46,11,50.98,98.01,10.38,-3.89,12.73
20142015,Cody.Eakin,C,DAL,78,23,1.5,1.9,13,15,28,0.76,0.88,1.64,0,50.12,100.03,11.61,-9.19,13.12
20132014,Patrick.Eaves,RL,DET/NSH,30,29,1.2,1.2,1,1,2,0.21,0.21,0.42,2,50.93,95.93,2.22,-4.26,9.42
20142015,Patrick.Eaves,RL,DAL,47,30,0.65,0.65,7,10,17,0.79,1.13,1.93,8,54.33,101.82,10,4.56,11.26
20132014,Andrew.Ebbett,C,PIT,9,30,0.55,0.55,0,1,1,0,0.65,0.65,1,39.73,93.07,0,-7.01,10.24
20142015,Andrew.Ebbett,C,PIT,24,31,0.55,0.55,1,5,6,0.31,1.57,1.89,0,48.97,100.34,5.56,-2.49,7.96
20132014,Jordan.Eberle,R,EDM,80,23,6,6,17,21,38,0.87,1.08,1.95,9,46.3,100.47,12.32,14.83,14.61
20142015,Jordan.Eberle,R,EDM,81,24,6,6,18,23,41,0.87,1.11,1.98,3,50.44,99.49,13.74,17.88,15.3
20132014,Alexander.Edler,D,VAN,63,27,3.25,5,3,6,9,0.17,0.34,0.5,-11,52.41,95.23,2.52,0.78,17.03
20142015,Alexander.Edler,D,VAN,80,28,4.25,5,1,14,15,0.04,0.61,0.65,-16,51.96,100.05,0.77,-3.33,17.24
20132014,Christian.Ehrhoff,D,BUF,79,31,4,4,2,13,15,0.09,0.6,0.7,0,46,98.31,1.92,0.08,16.34
20142015,Christian.Ehrhoff,D,PIT,49,32,4,4,3,8,11,0.21,0.57,0.78,-7,51.54,102.38,3.66,-2.75,17.23
20142015,Aaron.Ekblad,D,FLA,81,18,0.925,0.925,6,16,22,0.26,0.69,0.95,-1,53.82,100.78,5.22,15.04,17.11
20132014,Mattias.Ekholm,D,NSH,62,23,0.9,0.9,1,7,8,0.07,0.46,0.53,-3,50.13,97.33,1.85,3.61,14.7
20142015,Mattias.Ekholm,D,NSH,86,24,1.038,1.038,6,10,16,0.26,0.43,0.68,-11,55.16,101.06,7.59,3.52,16.39
20132014,Oliver.Ekman-Larsson,D,PHX,80,22,3.5,5.5,5,14,19,0.22,0.61,0.83,-7,49.2,100.49,4.55,-4.2,17.2
20142015,Oliver.Ekman-Larsson,D,ARI,82,23,4,5.5,10,9,19,0.42,0.38,0.8,-4,51.66,98.42,6.99,-6.42,17.48
20132014,Patrik.Elias,CL,N.J,65,37,5.5,5.5,11,13,24,0.81,0.96,1.77,3,54.66,97.42,12.64,6.31,12.53
20142015,Patrik.Elias,CL,N.J,69,38,5.5,5.5,8,13,21,0.56,0.9,1.46,1,48.02,98.51,11.11,-7.14,12.5
20132014,Keaton.Ellerby,D,WPG,51,24,0.735,0.735,1,4,5,0.09,0.35,0.44,6,47.99,101.19,3.23,3.35,13.4
20142015,Keaton.Ellerby,D,WPG,1,25,0.7,0.7,0,1,1,0,3.83,3.83,0,42.86,80,NA,-5,15.65
20132014,Lars.Eller,CL,MTL,94,24,1.5,1.325,11,19,30,0.54,0.93,1.47,3,48.19,98.33,8.09,-3.13,13.01
20142015,Lars.Eller,CL,MTL,89,25,2.5,3.5,12,11,23,0.62,0.57,1.2,-1,48.54,98.6,7.79,-13.77,12.97
20132014,Stefan.Elliott,D,COL,1,22,0.9,0.843,1,0,1,3.9,0,3.9,0,43.75,102.02,100,6.06,15.4
20142015,Stefan.Elliott,D,COL,5,23,0.851,0.851,0,0,0,0,0,0,-1,46.94,93.24,0,10.63,12.46
20132014,Matt.Ellis,C,BUF,50,32,0.55,0.55,4,1,5,0.62,0.15,0.77,-2,42.97,96.78,5.97,-2.17,7.75
20142015,Matt.Ellis,C,BUF,39,33,0.55,0.55,1,1,2,0.22,0.22,0.44,0,37.75,94.84,3.57,-9.03,6.98
20132014,Ryan.Ellis,D,NSH,80,22,0.81,0.84,6,13,19,0.33,0.71,1.04,-1,50.34,101.38,6.59,6.95,13.68
20142015,Ryan.Ellis,D,NSH,64,23,1.5,2.5,7,15,22,0.41,0.88,1.3,3,54.54,101.2,8.14,4.97,15.9
20132014,Alexei.Emelin,D,MTL,74,27,2,2,2,13,15,0.1,0.63,0.73,0,45.51,100.2,3.28,-5.38,16.74
20142015,Alexei.Emelin,D,MTL,80,28,3.9,4.1,3,12,15,0.13,0.53,0.67,-10,46.57,102.07,6.38,-5.8,16.89
20132014,Cory.Emmerton,CL,DET,18,25,0.55,0.533,0,2,2,0,0.91,0.91,1,50,97.03,0,-9.45,7.32
20132014,Deryk.Engelland,DR,PIT,56,31,0.575,0.567,6,4,10,0.54,0.36,0.89,-3,43.84,99.39,10.71,-3.17,12
20142015,Deryk.Engelland,DR,CGY,87,32,3,2.917,2,7,9,0.1,0.35,0.45,-7,40.67,97.4,3.33,-9.15,13.72
20132014,Tyler.Ennis,C,BUF,80,23,3.062,2.812,14,12,26,0.72,0.62,1.34,0,43.89,98.68,9.27,3.73,14.5
20142015,Tyler.Ennis,C,BUF,78,24,7.3,4.6,13,14,27,0.68,0.73,1.41,16,37.29,100.82,9.63,4.58,14.71
20132014,Tobias.Enstrom,D,WPG,82,28,5.75,5.75,5,8,13,0.22,0.35,0.57,-11,50.59,99.17,7.04,-0.42,16.66
20142015,Tobias.Enstrom,D,WPG,64,29,5.75,5.75,3,13,16,0.16,0.71,0.88,-7,50.8,102.51,6.98,1.45,17.14
20132014,Martin.Erat,RL,PHX/WSH,70,32,3.75,4.5,2,19,21,0.14,1.35,1.49,-2,50.14,101.81,4.65,-1.63,12.07
20142015,Martin.Erat,RL,ARI,79,33,2.25,4.5,6,17,23,0.35,0.98,1.33,-5,53.23,97.03,8,1.46,13.12
20132014,Jonathan.Ericsson,D,DET,48,29,3.25,3.25,1,9,10,0.07,0.67,0.75,-7,51.67,99.2,1.79,-3.8,16.69
20142015,Jonathan.Ericsson,D,DET,89,30,4.25,4.25,3,10,13,0.13,0.43,0.55,-9,49.98,98.48,3.9,-7.64,15.79
20132014,Loui.Eriksson,RL,BOS,73,28,4.6,4.25,9,16,25,0.6,1.07,1.67,7,58.4,101.47,8.74,5.72,12.33
20142015,Loui.Eriksson,RL,BOS,81,29,4.5,4.25,11,17,28,0.6,0.93,1.53,1,52.78,99.39,10.48,-0.6,13.53
20132014,Tim.Erixon,D,CBJ,2,22,0.9,0.9,0,0,0,0,0,0,0,48.15,120.13,0,7.59,13.68
20142015,Tim.Erixon,D,CBJ/CHI/TOR,42,23,0.6,0.6,1,1,2,0.12,0.12,0.23,-7,48.67,98.8,3.85,16.11,12.23
20132014,John.Erskine,D,WSH,37,33,2.15,2.075,1,3,4,0.12,0.36,0.49,-6,45.69,99.8,2.7,-4.78,13.36
20132014,Emerson.Etem,LR,ANA,33,21,0.9,0.87,4,4,8,0.66,0.66,1.32,-1,47.98,101.07,9.3,2.3,10.98
20142015,Emerson.Etem,LR,ANA,57,22,0.81,0.87,8,5,13,0.76,0.48,1.24,6,51.88,97.76,8.16,7.2,11.06
20142015,Dennis.Everberg,C,COL,55,22,0.6,0.613,2,9,11,0.2,0.91,1.12,3,39.92,98.58,3.51,-0.42,10.76
20132014,Justin.Falk,D,NYR,21,24,0.975,0.975,0,2,2,0,0.51,0.51,-4,45.22,96.63,0,6.74,11.2
20142015,Justin.Falk,D,CBJ/MIN,18,25,0.7,0.7,1,1,2,0.35,0.35,0.7,-1,44.72,92.83,6.67,-1.63,9.5
20142015,Bobby.Farnham,L,PIT,11,25,0.55,0.55,0,0,0,0,0,0,4,45.24,100.48,0,9.53,7.14
20132014,Jesper.Fast,RL,NYR,14,21,0.9,0.805,0,1,1,0,0.44,0.44,2,57.07,89.03,0,-4.55,9.73
20142015,Jesper.Fast,RL,NYR,77,22,0.9,0.805,8,10,18,0.55,0.69,1.25,5,48.66,100.02,11.59,-8.61,11.26
20132014,Justin.Faulk,D,CAR,76,21,0.89,0.84,3,17,20,0.14,0.77,0.91,-7,51.8,98.83,2.86,-0.29,17.41
20142015,Justin.Faulk,D,CAR,82,22,2.5,4.833,6,18,24,0.24,0.72,0.96,-3,54.77,96.67,3.8,-2.77,18.36
20132014,Mark.Fayne,D,N.J,72,26,1.4,1.3,3,7,10,0.16,0.37,0.53,-9,55.29,96.56,3.7,-7.37,15.62
20142015,Mark.Fayne,D,EDM,74,27,4,3.625,2,4,6,0.11,0.22,0.33,-6,46.02,96.06,3.12,-9.95,14.65
20132014,Taylor.Fedun,D,EDM,4,25,0.675,0.675,2,0,2,2.93,0,2.93,0,45.68,95.83,33.33,11.11,10.24
20142015,Taylor.Fedun,D,S.J,7,26,0.575,0.575,0,2,2,0,1.17,1.17,1,51.31,98.56,0,-9.98,14.68
20132014,Eric.Fehr,C,WSH,73,28,1.4,1.5,12,15,27,0.79,0.99,1.79,0,49.01,100.36,10.17,-4.83,12.41
20142015,Eric.Fehr,C,WSH,79,29,1.6,1.5,13,11,24,0.81,0.68,1.49,7,50.6,100.86,10.48,-10.94,12.2
20132014,Andrew.Ference,D,EDM,71,34,2.25,3.25,2,11,13,0.1,0.54,0.64,-7,42.86,99.56,2.99,1.59,17.06
20142015,Andrew.Ference,D,EDM,70,35,3.75,3.25,3,10,13,0.15,0.52,0.67,-9,45.05,99.42,5.45,-9.52,16.59
20142015,Micheal.Ferland,L,CGY,35,22,0.6,0.612,4,4,8,0.63,0.63,1.26,-1,44.29,102.22,9.3,-11.68,10.88
20142015,Brian.Ferlin,R,BOS,7,22,0.825,0.875,0,1,1,0,0.98,0.98,0,45.78,99.59,0,-11.88,8.75
20132014,Landon.Ferraro,RC,DET,4,22,0.675,0.685,0,0,0,0,0,0,0,32.56,100,0,3.93,8.27
20142015,Landon.Ferraro,RC,DET,10,23,0.55,0.55,1,0,1,0.56,0,0.56,0,38.79,99.6,7.69,-28.74,10.81
20132014,Benn.Ferriero,R,VAN,2,26,0.55,0.55,0,0,0,0,0,0,0,15.38,NA,NA,37.16,4.08
20142015,Kevin.Fiala,LR,NSH,2,18,0.925,0.925,0,0,0,0,0,0,0,51.02,85.71,0,31.41,11.1
20132014,Vernon.Fiddler,C,DAL,82,33,1.8,1.8,6,15,21,0.41,1.03,1.44,-1,48.14,99.8,5.71,-11.7,10.7
20142015,Vernon.Fiddler,C,DAL,80,34,1,1.25,9,15,24,0.66,1.11,1.77,9,49.74,97.29,8.41,-6.69,10.17
20132014,Valtteri.Filppula,CL,T.B,79,29,4,5,17,15,32,0.87,0.77,1.65,14,52.08,100.22,16.83,-0.51,14.76
20142015,Valtteri.Filppula,CL,T.B,108,30,5,5,9,27,36,0.37,1.1,1.46,11,50.17,98.63,10.34,-3.7,13.66
20132014,Mike.Fisher,C,NSH,75,33,4.2,4.2,15,21,36,0.81,1.14,1.95,-6,46.43,99.66,12,-5.01,14.77
20142015,Mike.Fisher,C,NSH,62,34,4.2,4.2,11,16,27,0.83,1.2,2.03,-6,52.02,102.94,13.75,1.28,12.87
20132014,Mark.Fistric,D,ANA,39,27,0.9,0.9,0,3,3,0,0.34,0.34,-11,48.1,101.88,0,2.64,13.39
20142015,Mark.Fistric,D,ANA,9,28,1.1,1.267,0,0,0,0,0,0,-2,46.55,95.6,0,-5.04,13.88
20132014,Tomas.Fleischmann,LR,FLA,80,29,4.5,4.5,6,13,19,0.35,0.76,1.11,-2,51.25,96.59,4.72,4.45,12.87
20142015,Tomas.Fleischmann,LR,ANA/FLA,72,30,4.5,4.5,8,19,27,0.56,1.33,1.89,8,52.23,102.01,6.9,-1.17,11.89
20132014,Justin.Florek,L,BOS,10,23,0.69,0.69,2,1,3,1.11,0.56,1.67,-1,54.44,99.8,13.33,9.66,10.77
20132014,Brian.Flynn,C,BUF,79,25,0.625,0.637,5,6,11,0.33,0.39,0.72,2,41.55,98.45,5.56,2.07,11.54
20142015,Brian.Flynn,C,BUF/MTL,69,26,0.65,0.637,6,10,16,0.45,0.75,1.21,4,38.73,101.15,7.69,-8.13,11.55
20132014,Marcus.Foligno,LC,BUF,74,22,0.9,0.827,6,11,17,0.4,0.73,1.12,-2,42.94,98.61,8.45,-1.87,12.3
20142015,Marcus.Foligno,LC,BUF,57,23,1.5,1.875,7,10,17,0.55,0.78,1.32,1,37.86,101.61,13.21,2.71,13.51
20132014,Nick.Foligno,RL,CBJ,75,25,3,3.383,16,18,34,0.96,1.08,2.04,0,50.67,101.57,16.33,-0.6,13.31
20142015,Nick.Foligno,RL,CBJ,79,26,3.75,3.383,19,22,41,1.03,1.19,2.22,10,50.39,102.31,14.73,2.35,14.03
20132014,Christian.Folin,D,MIN,1,22,0.925,0.925,0,1,1,0,3.75,3.75,0,25,200,NA,-1.52,16.01
20142015,Christian.Folin,D,MIN,40,23,0.925,0.925,2,7,9,0.21,0.73,0.94,-2,50.57,101.19,5.56,-2.98,14.32
20132014,Justin.Fontaine,R,MIN,75,25,0.6,0.6,12,8,20,0.87,0.58,1.46,-2,46.88,102.49,14.29,-9.87,10.98
20142015,Justin.Fontaine,R,MIN,77,26,0.95,1,10,21,31,0.73,1.54,2.27,4,50.83,103.01,10,-7.36,10.62
20132014,Filip.Forsberg,LR,NSH,13,19,0.925,0.894,0,1,1,0,0.51,0.51,-1,46.27,89.41,0,6.25,9.08
20142015,Filip.Forsberg,LR,NSH,88,20,0.925,0.894,22,23,45,1.08,1.13,2.21,12,56.98,101.5,11.28,24.59,13.86
20132014,Maxime.Fortunus,D,DAL,1,30,0.575,0.575,0,1,1,0,3.47,3.47,0,43.33,120,NA,14.71,17.3
20132014,Cam.Fowler,D,ANA,83,21,4,4,1,17,18,0.04,0.76,0.8,-6,48.91,101.9,1.67,-1.44,16.22
20142015,Cam.Fowler,D,ANA,96,22,4,4,4,16,20,0.15,0.61,0.76,0,50.45,99.92,6.45,-2.57,16.39
20132014,Cody.Franson,D,TOR,79,26,2,2,4,10,14,0.2,0.5,0.7,-4,44.88,99.78,6.35,-0.15,15.18
20142015,Cody.Franson,D,NSH/TOR,83,27,3.3,3.3,2,16,18,0.1,0.79,0.89,-5,49.85,99.45,2.22,-1.26,14.59
20132014,Johan.Franzen,RL,DET,59,33,5,3.955,9,12,21,0.69,0.92,1.61,-1,50.81,101.15,8.26,-1.24,13.24
20142015,Johan.Franzen,RL,DET,33,34,5,3.955,3,7,10,0.46,1.08,1.54,0,52.44,96.76,6.38,9.24,11.81
20132014,Colin.Fraser,C,L.A,33,28,0.825,0.825,0,2,2,0,0.42,0.42,4,51.97,96.01,0,-1.82,8.6
20142015,Colin.Fraser,C,STL,1,29,0.65,0.65,0,0,0,0,0,0,0,20,80,0,-50,4.49
20132014,Mark.Fraser,D,EDM/TOR,42,26,1.275,1.275,1,1,2,0.11,0.11,0.22,-8,42.33,96.39,9.09,1.09,13.13
20142015,Mark.Fraser,D,N.J,34,27,0.55,0.55,0,2,2,0,0.25,0.25,-8,41.19,101.68,0,-3.43,14.34
20132014,Matt.Fraser,LR,BOS,18,23,0.625,0.625,3,1,4,1.06,0.35,1.42,0,54.75,103.17,17.65,22.73,9.4
20142015,Matt.Fraser,LR,BOS/EDM,60,24,0.625,0.625,6,4,10,0.57,0.38,0.95,4,45.8,96.5,7.59,0.64,10.47
20132014,Matt.Frattin,RL,CBJ/L.A,44,25,0.95,0.925,1,4,5,0.13,0.5,0.63,9,52.8,98.59,1.85,-0.07,10.85
20142015,Matt.Frattin,RL,TOR,9,26,0.75,0.8,0,0,0,0,0,0,-1,47.79,100,0,-12.08,7.36
20142015,Max.Friberg,L,ANA,1,21,0.925,0.777,0,0,0,0,0,0,0,33.33,100,NA,14.91,8.49
20132014,Michael.Frolik,R,WPG,81,25,1.9,2.333,14,23,37,0.75,1.23,1.98,6,52.97,101.08,8.38,0.68,13.83
20142015,Michael.Frolik,R,WPG,86,26,3.3,3.3,11,19,30,0.56,0.96,1.51,5,55.56,99.33,6.43,3.53,13.83
20132014,Marian.Gaborik,LR,CBJ/L.A,67,31,7.5,7.5,19,16,35,1.27,1.07,2.34,3,53.64,103.35,13.57,1.07,13.41
20142015,Marian.Gaborik,LR,L.A,69,32,6.075,4.875,13,13,26,0.85,0.85,1.69,0,59.48,100.04,10.4,-0.21,13.36
20132014,Sam.Gagner,C,EDM,67,24,4.4,4.8,6,17,23,0.38,1.07,1.45,-6,44.23,96.63,5.66,15.43,14.25
20142015,Sam.Gagner,C,ARI,81,25,5,4.8,8,19,27,0.42,0.99,1.41,-4,52,97.56,5.8,20.31,14.18
20142015,Simon.Gagne,RL,BOS,23,34,0.6,0.6,3,1,4,0.73,0.24,0.98,1,47.66,102.2,11.54,11.93,10.65
20132014,Alex.Galchenyuk,LC,MTL,70,19,0.925,0.925,9,11,20,0.64,0.78,1.42,3,47.3,97.69,10.23,4.32,12.1
20142015,Alex.Galchenyuk,LC,MTL,92,20,0.925,0.925,16,19,35,0.78,0.92,1.7,-1,51.15,101.99,11.59,15.31,13.4
20132014,T.J..Galiardi,C,CGY,62,25,NA,NA,3,12,15,0.22,0.89,1.11,13,49.55,95.95,3.3,0.21,13.03
20142015,T.J..Galiardi,C,WPG,38,26,NA,NA,1,0,1,0.19,0,0.19,4,46.5,96.36,3.57,-1.99,8.1
20142015,Stanislav.Galiev,R,WSH,2,22,0.55,0.595,1,0,1,3.16,0,3.16,0,67.57,108.33,50,9.64,9.49
20132014,Brett.Gallant,L,NYI,4,24,0.55,0.55,0,0,0,0,0,0,0,51.92,100,0,22.02,7.46
20132014,Brendan.Gallagher,R,MTL,98,21,0.715,0.685,14,26,40,0.65,1.2,1.85,1,51.67,100.31,7.07,6.95,13.26
20142015,Brendan.Gallagher,R,MTL,94,22,0.65,0.685,21,17,38,0.99,0.8,1.79,13,54.1,101.77,9.09,12.02,13.57
20132014,Ryan.Garbutt,RL,DAL,81,28,0.6,0.575,17,14,31,1.12,0.92,2.04,-5,51.49,101.96,10.37,-8.37,11.24
20142015,Ryan.Garbutt,RL,DAL,67,29,1.6,1.8,5,17,22,0.38,1.29,1.67,-5,49.74,97.09,4.03,-13.14,11.79
20132014,Jake.Gardiner,D,TOR,80,23,0.875,0.875,7,9,16,0.31,0.4,0.7,7,46.43,101.65,7.53,3.17,17.07
20142015,Jake.Gardiner,D,TOR,79,24,4.65,4.05,4,10,14,0.18,0.45,0.63,-2,49.79,98.2,5.41,2.68,16.98
20132014,Jason.Garrison,D,VAN,81,28,6.5,4.6,2,12,14,0.09,0.56,0.65,-12,49.03,99.84,2.27,-1.85,15.92
20142015,Jason.Garrison,D,T.B,93,29,5,4.6,4,18,22,0.17,0.77,0.94,-7,50,103.31,3.6,-4.02,15.02
20142015,Tyler.Gaudet,C,ARI,2,21,0.925,0.925,0,0,0,0,0,0,0,22.22,90,0,-21.43,9.11
20132014,Johnny.Gaudreau,L,CGY,1,20,0.925,0.925,1,0,1,4.58,0,4.58,1,57.89,125,100,-25.27,13.11
20142015,Johnny.Gaudreau,L,CGY,91,21,0.925,0.925,15,20,35,0.71,0.95,1.67,10,46.18,102.33,11.28,17.42,13.85
20132014,Cameron.Gaunce,D,DAL,9,23,0.65,0.65,0,0,0,0,0,0,0,55.24,99.9,0,7.35,12.86
20132014,Paul.Gaustad,C,NSH,75,31,4,3.25,6,10,16,0.45,0.75,1.19,-6,44.5,98.38,9.68,-28.51,10.72
20142015,Paul.Gaustad,C,NSH,79,32,4,3.25,4,9,13,0.31,0.7,1.01,-4,41.27,103.42,7.14,-50.67,9.78
20132014,Luke.Gazdic,L,EDM,67,24,0.635,0.635,2,2,4,0.31,0.31,0.62,2,36.83,99.24,6.9,8.47,5.79
20142015,Luke.Gazdic,L,EDM,40,25,0.75,0.8,2,1,3,0.4,0.2,0.61,-2,42.34,97.77,7.69,6.16,7.43
20132014,Eric.Gelinas,D,N.J,60,22,0.65,0.66,2,9,11,0.14,0.65,0.8,-4,53.08,100.08,3.08,13.55,13.82
20142015,Eric.Gelinas,D,N.J,61,23,0.9,0.9,3,7,10,0.22,0.51,0.73,-9,48.68,102.27,3.95,17.31,13.43
20132014,Nathan.Gerbe,LR,CAR,81,26,0.55,0.55,10,10,20,0.56,0.56,1.12,8,51.79,99,5.32,-8.04,13.18
20142015,Nathan.Gerbe,LR,CAR,78,27,1.5,1.75,7,12,19,0.41,0.7,1.11,8,53.77,96.61,3.5,-1.48,13.22
20132014,Ryan.Getzlaf,C,ANA,89,28,6.5,8.25,26,40,66,1.22,1.88,3.11,5,50.38,104.12,16.46,-1.58,14.32
20142015,Ryan.Getzlaf,C,ANA,93,29,8.75,8.25,18,42,60,0.8,1.86,2.66,-6,52.19,100.9,10.98,0.69,14.54
20132014,Brian.Gibbons,C,PIT,49,25,0.55,0.55,5,11,16,0.61,1.33,1.94,11,51.54,102.03,14.29,6.33,10.11
20142015,Brian.Gibbons,C,CBJ,25,26,0.75,0.75,0,4,4,0,0.89,0.89,-2,45.35,102.23,0,6.04,10.77
20132014,Tom.Gilbert,D,FLA,73,30,0.9,0.9,1,19,20,0.05,0.91,0.96,2,51.71,99.47,1.54,-0.86,17.15
20142015,Tom.Gilbert,D,MTL,84,31,2.8,2.8,6,9,15,0.27,0.4,0.67,-4,46.4,101.74,8.57,-3.65,15.97
20132014,Hal.Gill,D,PHI,7,38,NA,NA,0,0,0,0,0,0,-1,47.59,95.51,0,-1.66,12.84
20132014,Matt.Gilroy,D,FLA,16,29,0.7,0.7,1,1,2,0.25,0.25,0.51,0,48.66,99.51,4.55,3.07,14.85
20132014,Brian.Gionta,R,MTL,98,34,5,5,11,20,31,0.49,0.88,1.37,9,45.68,100.99,5.95,-8.65,13.88
20142015,Brian.Gionta,R,BUF,69,35,5.25,4.25,7,13,20,0.44,0.81,1.25,5,40.49,100.83,6.25,4.77,13.9
